|Timestamp|Key|Action
51|2021-11-24 19:16:42,381|'u'|press
52|2021-11-24 19:16:42,469|'u'|release
53|2021-11-24 19:16:42,549|Key.space|press
54|2021-11-24 19:16:42,630|Key.space|release
55|2021-11-24 19:16:42,731|'j'|press
56|2021-11-24 19:16:42,803|'j'|release
57|2021-11-24 19:16:42,903|'u'|press
58|2021-11-24 19:16:42,984|'u'|release
59|2021-11-24 19:16:43,064|'g'|press
60|2021-11-24 19:16:43,115|'e'|press
61|2021-11-24 19:16:43,166|'g'|release
62|2021-11-24 19:16:43,206|'e'|release
63|2021-11-24 19:16:43,226|Key.space|press
64|2021-11-24 19:16:43,298|Key.space|release
65|2021-11-24 19:16:43,388|'b'|press
66|2021-11-24 19:16:43,459|'b'|release
67|2021-11-24 19:16:43,540|'l'|press
68|2021-11-24 19:16:43,621|'l'|release
69|2021-11-24 19:16:43,700|'o'|press
70|2021-11-24 19:16:43,761|'n'|press
71|2021-11-24 19:16:43,814|'o'|release
72|2021-11-24 19:16:43,874|'n'|release
73|2021-11-24 19:16:43,893|'d'|press
74|2021-11-24 19:16:43,964|'d'|release
75|2021-11-24 19:16:43,967|Key.space|press
76|2021-11-24 19:16:44,045|Key.space|release
77|2021-11-24 19:16:44,095|'q'|press
78|2021-11-24 19:16:44,176|'q'|release
79|2021-11-24 19:16:44,179|'u'|press
80|2021-11-24 19:16:44,235|'i'|press
81|2021-11-24 19:16:44,277|'u'|release
82|2021-11-24 19:16:44,328|'i'|release
83|2021-11-24 19:16:44,398|Key.space|press
84|2021-11-24 19:16:44,489|Key.space|release
85|2021-11-24 19:16:44,529|'f'|press
86|2021-11-24 19:16:44,600|'f'|release
87|2021-11-24 19:16:44,640|'u'|press
88|2021-11-24 19:16:44,691|'u'|release
89|2021-11-24 19:16:44,791|'m'|press
90|2021-11-24 19:16:44,904|'e'|press
91|2021-11-24 19:16:44,908|'m'|release
92|2021-11-24 19:16:44,975|'e'|release
93|2021-11-24 19:16:45,065|Key.shift|press
94|2021-11-24 19:16:45,176|'.'|press
95|2021-11-24 19:16:45,268|'.'|release
96|2021-11-24 19:16:45,272|Key.shift|release
97|2021-11-24 19:16:45,732|Key.enter|press
98|2021-11-24 19:16:45,793|Key.enter|release
99|2021-11-24 19:16:46,237|Key.shift|press
100|2021-11-24 19:16:46,399|'J'|press
101|2021-11-24 19:16:46,470|'J'|release
102|2021-11-24 19:16:46,511|Key.shift|release
103|2021-11-24 19:16:46,611|'o'|press
104|2021-11-24 19:16:46,682|'o'|release
105|2021-11-24 19:16:46,802|'y'|press
106|2021-11-24 19:16:46,884|'y'|release
107|2021-11-24 19:16:46,944|'e'|press
108|2021-11-24 19:16:47,036|'e'|release
109|2021-11-24 19:16:47,065|'u'|press
110|2021-11-24 19:16:47,157|'u'|release
111|2021-11-24 19:16:47,197|'x'|press
112|2021-11-24 19:16:47,248|'x'|release
113|2021-11-24 19:16:47,348|','|press
114|2021-11-24 19:16:47,440|','|release
115|2021-11-24 19:16:47,530|Key.space|press
116|2021-11-24 19:16:47,601|Key.space|release
117|2021-11-24 19:16:47,702|'i'|press
118|2021-11-24 19:16:47,784|'i'|release
119|2021-11-24 19:16:47,834|'v'|press
120|2021-11-24 19:16:47,917|'v'|release
121|2021-11-24 19:16:48,035|'r'|press
122|2021-11-24 19:16:48,116|'e'|press
123|2021-11-24 19:16:48,137|'r'|release
124|2021-11-24 19:16:48,207|'e'|release
125|2021-11-24 19:16:48,287|','|press
126|2021-11-24 19:16:48,380|','|release
127|2021-11-24 19:16:48,460|Key.space|press
128|2021-11-24 19:16:48,561|Key.space|release
129|2021-11-24 19:16:48,591|'f'|press
130|2021-11-24 19:16:48,692|'a'|press
131|2021-11-24 19:16:48,696|'f'|release
132|2021-11-24 19:16:48,753|'a'|release
133|2021-11-24 19:16:48,844|'t'|press
134|2021-11-24 19:16:48,915|'t'|release
135|2021-11-24 19:16:48,945|'i'|press
136|2021-11-24 19:16:49,026|'i'|release
137|2021-11-24 19:16:49,076|'g'|press
138|2021-11-24 19:16:49,157|'g'|release
139|2021-11-24 19:16:49,177|'u'|press
140|2021-11-24 19:16:49,248|'u'|release
141|2021-11-24 19:16:49,288|'é'|press
142|2021-11-24 19:16:49,370|'é'|release
143|2021-11-24 19:16:49,561|','|press
144|2021-11-24 19:16:49,652|','|release
145|2021-11-24 19:16:49,752|Key.space|press
146|2021-11-24 19:16:49,813|Key.space|release
147|2021-11-24 19:16:49,905|'l'|press
148|2021-11-24 19:16:49,996|'l'|release
149|2021-11-24 19:16:50,015|'e'|press
150|2021-11-24 19:16:50,076|'e'|release
151|2021-11-24 19:16:50,136|Key.space|press
152|2021-11-24 19:16:50,218|Key.space|release
153|2021-11-24 19:16:50,277|'n'|press
154|2021-11-24 19:16:50,370|'n'|release
155|2021-11-24 19:16:50,430|'e'|press
156|2021-11-24 19:16:50,501|'z'|press
157|2021-11-24 19:16:50,531|'e'|release
158|2021-11-24 19:16:50,602|'z'|release
159|2021-11-24 19:16:50,605|Key.space|press
160|2021-11-24 19:16:50,672|Key.space|release
161|2021-11-24 19:16:50,752|'q'|press
162|2021-11-24 19:16:50,834|'q'|release
163|2021-11-24 19:16:50,837|'u'|press
164|2021-11-24 19:16:50,906|'i'|press
165|2021-11-24 19:16:50,936|'u'|release
166|2021-11-24 19:16:50,987|'i'|release
167|2021-11-24 19:16:51,047|Key.space|press
168|2021-11-24 19:16:51,118|Key.space|release
169|2021-11-24 19:16:51,178|'p'|press
170|2021-11-24 19:16:51,259|'p'|release
171|2021-11-24 19:16:51,329|'i'|press
172|2021-11-24 19:16:51,421|'i'|release
173|2021-11-24 19:16:51,471|'q'|press
174|2021-11-24 19:16:51,521|'u'|press
175|2021-11-24 19:16:51,573|'q'|release
176|2021-11-24 19:16:51,623|'u'|release
177|2021-11-24 19:16:51,673|'e'|press
178|2021-11-24 19:16:51,734|'e'|release
179|2021-11-24 19:16:51,774|','|press
180|2021-11-24 19:16:51,866|','|release
181|2021-11-24 19:16:51,936|Key.space|press
182|2021-11-24 19:16:52,038|Key.space|release
183|2021-11-24 19:16:52,077|Key.shift|press
184|2021-11-24 19:16:52,178|'C'|press
185|2021-11-24 19:16:52,239|Key.shift|release
186|2021-11-24 19:16:52,259|'c'|release
187|2021-11-24 19:16:52,441|'l'|press
188|2021-11-24 19:16:52,502|'l'|release
189|2021-11-24 19:16:52,592|'o'|press
190|2021-11-24 19:16:52,673|'o'|release
191|2021-11-24 19:16:52,703|'w'|press
192|2021-11-24 19:16:52,784|'w'|release
193|2021-11-24 19:16:52,875|'n'|press
194|2021-11-24 19:16:52,967|'n'|release
195|2021-11-24 19:16:53,248|Key.space|press
196|2021-11-24 19:16:53,340|Key.space|release
197|2021-11-24 19:16:53,360|Key.shift|press
198|2021-11-24 19:16:53,501|'H'|press
199|2021-11-24 19:16:53,553|Key.shift|release
200|2021-11-24 19:16:53,583|'h'|release
201|2021-11-24 19:16:53,694|'a'|press
202|2021-11-24 19:16:53,784|'a'|release
203|2021-11-24 19:16:53,927|'r'|press
204|2021-11-24 19:16:53,998|'r'|release
205|2021-11-24 19:16:54,048|'y'|press
206|2021-11-24 19:16:54,129|'y'|release
207|2021-11-24 19:16:54,279|Key.space|press
208|2021-11-24 19:16:54,382|Key.space|release
209|2021-11-24 19:16:54,522|'s'|press
210|2021-11-24 19:16:54,594|'s'|release
211|2021-11-24 19:16:54,633|'k'|press
212|2021-11-24 19:16:54,715|'k'|release
213|2021-11-24 19:16:54,866|'i'|press
214|2021-11-24 19:16:54,958|'i'|release
215|2021-11-24 19:16:55,018|'e'|press
216|2021-11-24 19:16:55,099|'e'|release
217|2021-11-24 19:16:55,300|Key.space|press
218|2021-11-24 19:16:55,393|Key.space|release
219|2021-11-24 19:16:55,412|'d'|press
220|2021-11-24 19:16:55,473|'a'|press
221|2021-11-24 19:16:55,513|'d'|release
222|2021-11-24 19:16:55,533|'n'|press
223|2021-11-24 19:16:55,574|'a'|release
224|2021-11-24 19:16:55,624|'n'|release
225|2021-11-24 19:16:55,644|'s'|press
226|2021-11-24 19:16:55,725|'s'|release
227|2021-11-24 19:16:55,729|Key.space|press
228|2021-11-24 19:16:55,796|Key.space|release
229|2021-11-24 19:16:55,856|'l'|press
230|2021-11-24 19:16:55,967|'|press
231|2021-11-24 19:16:55,971|'l'|release
232|2021-11-24 19:16:56,039|'|release
233|2021-11-24 19:16:56,159|'o'|press
234|2021-11-24 19:16:56,250|'m'|press
235|2021-11-24 19:16:56,271|'o'|release
236|2021-11-24 19:16:56,381|'m'|release
237|2021-11-24 19:16:56,503|'b'|press
238|2021-11-24 19:16:56,595|'b'|release
239|2021-11-24 19:16:56,614|'r'|press
240|2021-11-24 19:16:56,695|'e'|press
241|2021-11-24 19:16:56,726|'r'|release
242|2021-11-24 19:16:56,776|'e'|release
243|2021-11-24 19:16:57,515|Key.shift|press
244|2021-11-24 19:16:57,615|'.'|press
245|2021-11-24 19:16:57,676|'.'|release
246|2021-11-24 19:16:57,707|Key.shift|release
247|2021-11-24 19:16:57,838|Key.enter|press
248|2021-11-24 19:16:57,929|Key.enter|release
249|2021-11-24 19:16:58,616|Key.shift|press
250|2021-11-24 19:16:58,736|'M'|press
251|2021-11-24 19:16:58,818|'M'|release
252|2021-11-24 19:16:58,858|Key.shift|release
253|2021-11-24 19:16:58,970|'o'|press
254|2021-11-24 19:16:59,040|'n'|press
255|2021-11-24 19:16:59,081|'o'|release
256|2021-11-24 19:16:59,141|'n'|release
257|2021-11-24 19:16:59,232|'s'|press
258|2021-11-24 19:16:59,343|'s'|release
259|2021-11-24 19:16:59,393|'i'|press
260|2021-11-24 19:16:59,496|'i'|release
261|2021-11-24 19:16:59,515|'e'|press
262|2021-11-24 19:16:59,596|'e'|release
263|2021-11-24 19:16:59,599|'u'|press
264|2021-11-24 19:16:59,709|'r'|press
265|2021-11-24 19:16:59,710|'u'|release
266|2021-11-24 19:16:59,787|'r'|release
267|2021-11-24 19:16:59,878|Key.space|press
268|2021-11-24 19:16:59,971|Key.space|release
269|2021-11-24 19:16:59,975|Key.shift|press
270|2021-11-24 19:17:00,092|'J'|press
271|2021-11-24 19:17:00,122|Key.shift|release
272|2021-11-24 19:17:00,153|'j'|release
273|2021-11-24 19:17:00,213|'a'|press
274|2021-11-24 19:17:00,284|'a'|release
275|2021-11-24 19:17:00,394|'c'|press
276|2021-11-24 19:17:00,487|'c'|release
277|2021-11-24 19:17:00,490|'k'|press
278|2021-11-24 19:17:00,577|'k'|release
279|2021-11-24 19:17:00,718|','|press
280|2021-11-24 19:17:00,799|','|release
281|2021-11-24 19:17:00,890|Key.space|press
282|2021-11-24 19:17:00,981|Key.space|release
283|2021-11-24 19:17:01,051|'v'|press
284|2021-11-24 19:17:01,143|'v'|release
285|2021-11-24 19:17:01,146|'o'|press
286|2021-11-24 19:17:01,203|'u'|press
287|2021-11-24 19:17:01,264|'o'|release
288|2021-11-24 19:17:01,324|'s'|press
289|2021-11-24 19:17:01,327|'u'|release
290|2021-11-24 19:17:01,395|'s'|release
291|2021-11-24 19:17:01,456|Key.space|press
292|2021-11-24 19:17:01,567|Key.space|release
293|2021-11-24 19:17:01,627|'d'|press
294|2021-11-24 19:17:01,719|'d'|release
295|2021-11-24 19:17:02,122|'a'|press
296|2021-11-24 19:17:02,183|'a'|release
297|2021-11-24 19:17:02,324|'c'|press
298|2021-11-24 19:17:02,395|'c'|release
299|2021-11-24 19:17:02,577|'t'|press
300|2021-11-24 19:17:02,628|'t'|release
301|2021-11-24 19:17:02,748|'y'|press
302|2021-11-24 19:17:02,819|'y'|release
303|2021-11-24 19:17:02,981|'l'|press
304|2021-11-24 19:17:03,064|'l'|release
305|2021-11-24 19:17:03,174|'o'|press
306|2021-11-24 19:17:03,255|'o'|release
307|2021-11-24 19:17:03,285|'g'|press
308|2021-11-24 19:17:03,366|'g'|release
309|2021-11-24 19:17:03,528|'r'|press
310|2021-11-24 19:17:03,649|'a'|press
311|2021-11-24 19:17:03,652|'r'|release
312|2021-11-24 19:17:03,710|'a'|release
313|2021-11-24 19:17:03,750|'p'|press
314|2021-11-24 19:17:03,821|'p'|release
315|2021-11-24 19:17:03,951|'h'|press
316|2021-11-24 19:17:04,044|'h'|release
317|2021-11-24 19:17:04,064|'i'|press
318|2021-11-24 19:17:04,175|'i'|release
319|2021-11-24 19:17:04,245|'e'|press
320|2021-11-24 19:17:04,326|'z'|press
321|2021-11-24 19:17:04,356|'e'|release
322|2021-11-24 19:17:04,407|'z'|release
323|2021-11-24 19:17:04,609|Key.space|press
324|2021-11-24 19:17:04,680|Key.space|release
325|2021-11-24 19:17:04,760|'b'|press
326|2021-11-24 19:17:04,841|'b'|release
327|2021-11-24 19:17:04,860|'i'|press
328|2021-11-24 19:17:04,964|'i'|release
329|2021-11-24 19:17:04,993|'e'|press
330|2021-11-24 19:17:05,084|'e'|release
331|2021-11-24 19:17:05,104|'n'|press
332|2021-11-24 19:17:05,175|'n'|release
333|2021-11-24 19:17:05,265|Key.space|press
334|2021-11-24 19:17:05,336|Key.space|release
335|2021-11-24 19:17:05,407|'m'|press
336|2021-11-24 19:17:05,478|'m'|release
337|2021-11-24 19:17:05,589|'i'|press
338|2021-11-24 19:17:05,660|'i'|release
339|2021-11-24 19:17:05,690|'e'|press
340|2021-11-24 19:17:05,771|'e'|release
341|2021-11-24 19:17:05,774|'u'|press
342|2021-11-24 19:17:05,852|'u'|release
343|2021-11-24 19:17:05,891|'x'|press
344|2021-11-24 19:17:05,942|'x'|release
345|2021-11-24 19:17:05,974|Key.space|press
346|2021-11-24 19:17:06,085|'q'|press
347|2021-11-24 19:17:06,088|Key.space|release
348|2021-11-24 19:17:06,155|'u'|press
349|2021-11-24 19:17:06,176|'q'|release
350|2021-11-24 19:17:06,237|'u'|release
351|2021-11-24 19:17:06,276|'e'|press
352|2021-11-24 19:17:06,347|'e'|release
353|2021-11-24 19:17:06,351|Key.space|press
354|2021-11-24 19:17:06,439|Key.space|release
355|2021-11-24 19:17:06,468|Key.shift|press
356|2021-11-24 19:17:06,529|'W'|press
357|2021-11-24 19:17:06,621|'W'|release
358|2021-11-24 19:17:06,625|Key.shift|release
359|2021-11-24 19:17:06,712|'o'|press
360|2021-11-24 19:17:06,782|'o'|release
361|2021-11-24 19:17:07,337|'l'|press
362|2021-11-24 19:17:07,449|'l'|release
363|2021-11-24 19:17:07,580|'f'|press
364|2021-11-24 19:17:07,661|'f'|release
365|2021-11-24 19:17:07,984|Key.shift|press
366|2021-11-24 19:17:08,086|'.'|press
367|2021-11-24 19:17:08,167|'.'|release
368|2021-11-24 19:17:08,171|Key.shift|release
369|2021-11-24 19:17:09,107|Key.enter|press
370|2021-11-24 19:17:09,178|Key.enter|release
371|2021-11-24 19:17:09,440|Key.shift|press
372|2021-11-24 19:17:09,633|'H'|press
373|2021-11-24 19:17:09,734|'H'|release
374|2021-11-24 19:17:09,784|Key.shift|release
375|2021-11-24 19:17:09,915|'i'|press
376|2021-11-24 19:17:10,018|'i'|release
377|2021-11-24 19:17:10,037|'e'|press
378|2021-11-24 19:17:10,088|'r'|press
379|2021-11-24 19:17:10,139|'e'|release
380|2021-11-24 19:17:10,169|'r'|release
381|2021-11-24 19:17:10,229|','|press
382|2021-11-24 19:17:10,290|','|release
383|2021-11-24 19:17:10,450|Key.space|press
384|2021-11-24 19:17:10,553|Key.space|release
385|2021-11-24 19:17:10,684|'a'|press
386|2021-11-24 19:17:10,775|'a'|release
387|2021-11-24 19:17:10,778|'u'|press
388|2021-11-24 19:17:10,855|'u'|release
389|2021-11-24 19:17:10,956|Key.space|press
390|2021-11-24 19:17:11,048|Key.space|release
391|2021-11-24 19:17:11,179|'z'|press
392|2021-11-24 19:17:11,270|'z'|release
393|2021-11-24 19:17:11,289|'o'|press
394|2021-11-24 19:17:11,351|'o'|release
395|2021-11-24 19:17:11,431|'o'|press
396|2021-11-24 19:17:11,512|'o'|release
397|2021-11-24 19:17:11,613|','|press
398|2021-11-24 19:17:11,684|','|release
399|2021-11-24 19:17:11,775|Key.space|press
400|2021-11-24 19:17:11,856|Key.space|release
401|2021-11-24 19:17:11,976|'j'|press
402|2021-11-24 19:17:12,080|'j'|release
403|2021-11-24 19:17:12,130|'|press
404|2021-11-24 19:17:12,210|'a'|press
405|2021-11-24 19:17:12,241|'|release
406|2021-11-24 19:17:12,244|'i'|press
407|2021-11-24 19:17:12,302|'a'|release
408|2021-11-24 19:17:12,333|'i'|release
409|2021-11-24 19:17:12,463|Key.space|press
410|2021-11-24 19:17:12,555|Key.space|release
411|2021-11-24 19:17:12,605|'v'|press
412|2021-11-24 19:17:12,656|'v'|release
413|2021-11-24 19:17:12,659|'u'|press
414|2021-11-24 19:17:12,746|'u'|release
415|2021-11-24 19:17:12,847|Key.space|press
416|2021-11-24 19:17:12,948|Key.space|release
417|2021-11-24 19:17:12,998|'d'|press
418|2021-11-24 19:17:13,070|'d'|release
419|2021-11-24 19:17:13,110|'i'|press
420|2021-11-24 19:17:13,182|'i'|release
421|2021-11-24 19:17:13,545|'x'|press
422|2021-11-24 19:17:13,606|'x'|release
423|2021-11-24 19:17:13,717|Key.space|press
424|2021-11-24 19:17:13,828|Key.space|release
425|2021-11-24 19:17:13,938|'g'|press
426|2021-11-24 19:17:14,009|'g'|release
427|2021-11-24 19:17:14,091|'u'|press
428|2021-11-24 19:17:14,183|'u'|release
429|2021-11-24 19:17:14,232|'é'|press
430|2021-11-24 19:17:14,293|'é'|release
431|2021-11-24 19:17:14,373|'p'|press
432|2021-11-24 19:17:14,464|'p'|release
433|2021-11-24 19:17:14,484|'a'|press
434|2021-11-24 19:17:14,556|'a'|release
435|2021-11-24 19:17:14,666|'r'|press
436|2021-11-24 19:17:14,717|'r'|release
437|2021-11-24 19:17:15,182|'d'|press
438|2021-11-24 19:17:15,272|'s'|press
439|2021-11-24 19:17:15,314|'d'|release
440|2021-11-24 19:17:15,354|'s'|release
441|2021-11-24 19:17:15,617|','|press
442|2021-11-24 19:17:15,698|','|release
443|2021-11-24 19:17:15,798|Key.space|press
444|2021-11-24 19:17:15,900|Key.space|release
445|2021-11-24 19:17:16,000|'c'|press
446|2021-11-24 19:17:16,072|'c'|release
447|2021-11-24 19:17:16,092|'i'|press
448|2021-11-24 19:17:16,162|'n'|press
449|2021-11-24 19:17:16,193|'i'|release
450|2021-11-24 19:17:16,254|'n'|release
451|2021-11-24 19:17:16,425|'q'|press
452|2021-11-24 19:17:16,486|'q'|release
453|2021-11-24 19:17:16,688|Key.space|press
454|2021-11-24 19:17:16,779|Key.space|release
455|2021-11-24 19:17:17,739|'e'|press
456|2021-11-24 19:17:17,780|'e'|release
457|2021-11-24 19:17:18,650|Key.backspace|press
458|2021-11-24 19:17:18,762|Key.backspace|release
459|2021-11-24 19:17:19,115|'z'|press
460|2021-11-24 19:17:19,217|'z'|release
461|2021-11-24 19:17:19,468|'é'|press
462|2021-11-24 19:17:19,529|'é'|release
463|2021-11-24 19:17:19,832|'b'|press
464|2021-11-24 19:17:19,934|'b'|release
465|2021-11-24 19:17:20,034|'u'|press
466|2021-11-24 19:17:20,146|'u'|release
467|2021-11-24 19:17:20,187|'s'|press
468|2021-11-24 19:17:20,258|'s'|release
469|2021-11-24 19:17:20,428|','|press
470|2021-11-24 19:17:20,510|','|release
471|2021-11-24 19:17:20,611|Key.space|press
472|2021-11-24 19:17:20,682|Key.space|release
473|2021-11-24 19:17:20,762|'u'|press
474|2021-11-24 19:17:20,833|'n'|press
475|2021-11-24 19:17:20,853|'u'|release
476|2021-11-24 19:17:20,924|'n'|release
477|2021-11-24 19:17:20,995|Key.space|press
478|2021-11-24 19:17:21,085|Key.space|release
479|2021-11-24 19:17:21,239|'y'|press
480|2021-11-24 19:17:21,320|'y'|release
481|2021-11-24 19:17:21,359|'a'|press
482|2021-11-24 19:17:21,441|'a'|release
483|2021-11-24 19:17:21,582|'k'|press
484|2021-11-24 19:17:21,694|'k'|release
485|2021-11-24 19:17:21,814|Key.space|press
486|2021-11-24 19:17:21,906|Key.space|release
487|2021-11-24 19:17:21,966|'e'|press
488|2021-11-24 19:17:22,087|'e'|release
489|2021-11-24 19:17:22,091|'t'|press
490|2021-11-24 19:17:22,169|'t'|release
491|2021-11-24 19:17:22,199|Key.space|press
492|2021-11-24 19:17:22,280|Key.space|release
493|2021-11-24 19:17:22,452|'l'|press
494|2021-11-24 19:17:22,572|'e'|press
495|2021-11-24 19:17:22,576|'l'|release
496|2021-11-24 19:17:22,664|'e'|release
497|2021-11-24 19:17:22,668|Key.space|press
498|2021-11-24 19:17:22,765|Key.space|release
499|2021-11-24 19:17:22,997|'w'|press
500|2021-11-24 19:17:23,098|'a'|press
501|2021-11-24 19:17:23,140|'w'|release
502|2021-11-24 19:17:23,190|'a'|release
503|2021-11-24 19:17:23,260|'p'|press
504|2021-11-24 19:17:23,321|'p'|release
505|2021-11-24 19:17:23,442|'i'|press
506|2021-11-24 19:17:23,513|'i'|release
507|2021-11-24 19:17:23,675|'t'|press
508|2021-11-24 19:17:23,756|'t'|release
509|2021-11-24 19:17:23,806|'i'|press
510|2021-11-24 19:17:23,907|'i'|release
511|2021-11-24 19:17:24,150|Key.space|press
512|2021-11-24 19:17:24,222|Key.space|release
513|2021-11-24 19:17:24,282|'f'|press
514|2021-11-24 19:17:24,364|'f'|release
515|2021-11-24 19:17:24,367|'u'|press
516|2021-11-24 19:17:24,434|'u'|release
517|2021-11-24 19:17:24,544|'m'|press
518|2021-11-24 19:17:24,637|'e'|press
519|2021-11-24 19:17:24,657|'m'|release
520|2021-11-24 19:17:24,707|'r'|press
521|2021-11-24 19:17:24,748|'e'|release
522|2021-11-24 19:17:24,768|'r'|release
523|2021-11-24 19:17:24,909|Key.shift|press
524|2021-11-24 19:17:24,980|'.'|press
525|2021-11-24 19:17:25,071|'.'|release
526|2021-11-24 19:17:25,101|Key.shift|release
527|2021-11-24 19:17:25,223|Key.enter|press
528|2021-11-24 19:17:25,304|Key.enter|release
529|2021-11-24 19:17:26,476|Key.shift|press
530|2021-11-24 19:17:26,668|'Y'|press
531|2021-11-24 19:17:26,739|'Y'|release
532|2021-11-24 19:17:26,779|Key.shift|release
533|2021-11-24 19:17:26,971|'v'|press
534|2021-11-24 19:17:27,041|'e'|press
535|2021-11-24 19:17:27,082|'v'|release
536|2021-11-24 19:17:27,123|'e'|release
537|2021-11-24 19:17:27,225|'s'|press
538|2021-11-24 19:17:27,306|'s'|release
539|2021-11-24 19:17:27,326|Key.space|press
540|2021-11-24 19:17:27,427|Key.space|release
541|2021-11-24 19:17:27,578|'f'|press
542|2021-11-24 19:17:27,670|'f'|release
543|2021-11-24 19:17:27,731|'u'|press
544|2021-11-24 19:17:27,802|'u'|release
545|2021-11-24 19:17:27,872|'g'|press
546|2021-11-24 19:17:27,953|'g'|release
547|2021-11-24 19:17:28,498|'u'|press
548|2021-11-24 19:17:28,589|'u'|release
549|2021-11-24 19:17:28,629|'e'|press
550|2021-11-24 19:17:28,711|'e'|release
551|2021-11-24 19:17:28,802|Key.space|press
552|2021-11-24 19:17:28,893|Key.space|release
553|2021-11-24 19:17:29,681|'e'|press
554|2021-11-24 19:17:29,773|'e'|release
555|2021-11-24 19:17:29,776|'n'|press
556|2021-11-24 19:17:29,853|'n'|release
557|2021-11-24 19:17:29,943|Key.space|press
558|2021-11-24 19:17:30,035|Key.space|release
559|2021-11-24 19:17:30,055|Key.shift|press
560|2021-11-24 19:17:30,288|'M'|press
561|2021-11-24 19:17:30,360|'M'|release
562|2021-11-24 19:17:30,956|Key.shift|release
563|2021-11-24 19:17:31,097|Key.backspace|press
564|2021-11-24 19:17:31,219|Key.backspace|release
565|2021-11-24 19:17:31,223|Key.shift|press
566|2021-11-24 19:17:31,370|'B'|press
567|2021-11-24 19:17:31,461|'B'|release
568|2021-11-24 19:17:31,612|'M'|press
569|2021-11-24 19:17:31,683|'M'|release
570|2021-11-24 19:17:31,734|'W'|press
571|2021-11-24 19:17:31,836|'W'|release
572|2021-11-24 19:17:31,856|Key.shift|release
573|2021-11-24 19:17:32,189|Key.space|press
574|2021-11-24 19:17:32,271|Key.space|release
575|2021-11-24 19:17:32,311|'c'|press
576|2021-11-24 19:17:32,392|'c'|release
577|2021-11-24 19:17:32,422|'h'|press
578|2021-11-24 19:17:32,503|'h'|release
579|2021-11-24 19:17:32,564|'e'|press
580|2021-11-24 19:17:32,645|'z'|press
581|2021-11-24 19:17:32,664|'e'|release
582|2021-11-24 19:17:32,746|'z'|release
583|2021-11-24 19:17:32,877|Key.space|press
584|2021-11-24 19:17:32,948|Key.space|release
585|2021-11-24 19:17:32,997|Key.shift|press
586|2021-11-24 19:17:33,099|'W'|press
587|2021-11-24 19:17:33,180|'W'|release
588|2021-11-24 19:17:33,184|Key.shift|release
589|2021-11-24 19:17:33,312|'i'|press
590|2021-11-24 19:17:33,404|'i'|release
591|2021-11-24 19:17:33,524|'l'|press
592|2021-11-24 19:17:33,606|'l'|release
593|2021-11-24 19:17:33,685|'l'|press
594|2021-11-24 19:17:33,758|'l'|release
595|2021-11-24 19:17:33,838|','|press
596|2021-11-24 19:17:33,930|','|release
597|2021-11-24 19:17:34,020|Key.space|press
598|2021-11-24 19:17:34,091|Key.space|release
599|2021-11-24 19:17:34,151|'q'|press
600|2021-11-24 19:17:34,243|'q'|release
